timebounds,ssp126,ssp245,ssp370,ssp585
2051.0,-0.18687256205386557,-0.2066825563920521,-0.2169960277176032,-0.2197145993209223
2052.0,-0.18631555111405754,-0.20677234553033483,-0.21787768435863972,-0.22027772246616084
2053.0,-0.18573349426838942,-0.20680040162721483,-0.21876706720180095,-0.22078296146494586
2054.0,-0.18512639151686114,-0.20676672468269208,-0.21966417624708684,-0.22123031631727735
2055.0,-0.18449424285947275,-0.20667131469676658,-0.22056901149449742,-0.2216197870231554
2056.0,-0.18383704829622424,-0.20651417166943833,-0.22148157294403267,-0.22195137358257996
2057.0,-0.1831548078271156,-0.20629529560070733,-0.2224018605956926,-0.22222507599555102
2058.0,-0.18244752145214682,-0.20601468649057358,-0.22332987444947724,-0.2224408942620686
2059.0,-0.18171518917131796,-0.20567234433903708,-0.2242656145053865,-0.22259882838213263
2060.0,-0.18095781098462893,-0.20526826914609783,-0.22520908076342047,-0.22269887835574317
2061.0,-0.1801753868920798,-0.20480246091175586,-0.22616027322357912,-0.22274104418290022
2062.0,-0.17939304287027827,-0.20431634736717985,-0.22710856079192246,-0.22277203826296224
2063.0,-0.1786107789192244,-0.20380992851236981,-0.22805394346845048,-0.22279186059592926
2064.0,-0.17782859503891812,-0.20328320434732577,-0.2289964212531632,-0.22280051118180122
2065.0,-0.1770464912293595,-0.20273617487204773,-0.2299359941460606,-0.22279799002057818
2066.0,-0.1762644674905485,-0.20216884008653563,-0.2308726621471427,-0.2227842971122601
2067.0,-0.17548252382248514,-0.20158119999078955,-0.2318064252564095,-0.222759432456847
2068.0,-0.1747006602251694,-0.20097325458480944,-0.23273728347386094,-0.22272339605433888
2069.0,-0.1739188766986013,-0.2003450038685953,-0.23366523679949713,-0.22267618790473573
2070.0,-0.17313717324278083,-0.19969644784214713,-0.23459028523331796,-0.22261780800803757
2071.0,-0.17235554985770798,-0.19902758650546493,-0.23551242877532352,-0.22254825636424438
2072.0,-0.17157837508309165,-0.198322845179018,-0.2364283649704188,-0.22248118751063864
2073.0,-0.17080564891893182,-0.1975822238628063,-0.2373380938186038,-0.22241660144722036
2074.0,-0.1700373713652285,-0.19680572255682985,-0.23824161531987853,-0.22235449817398956
2075.0,-0.16927354242198167,-0.1959933412610886,-0.23913892947424303,-0.2222948776909462
2076.0,-0.16851416208919137,-0.1951450799755826,-0.24003003628169725,-0.2222377399980903
2077.0,-0.16775923036685755,-0.19426093870031189,-0.24091493574224118,-0.2221830850954219
2078.0,-0.16700874725498022,-0.19334091743527637,-0.24179362785587485,-0.22213091298294096
2079.0,-0.16626271275355942,-0.1923850161804761,-0.24266611262259827,-0.2220812236606475
2080.0,-0.16552112686259512,-0.1913932349359111,-0.24353239004241142,-0.22203401712854148
2081.0,-0.1647839895820873,-0.1903655737015813,-0.2443924601153143,-0.22198929338662293
2082.0,-0.16405750662479365,-0.1893100901686868,-0.2452441098205515,-0.22193405764968735
2083.0,-0.16334167799071417,-0.18822678433722753,-0.2460873391581231,-0.22186830991773474
2084.0,-0.16263650367984883,-0.18711565620720355,-0.246922148128029,-0.22179205019076512
2085.0,-0.16194198369219764,-0.18597670577861483,-0.24774853673026928,-0.22170527846877844
2086.0,-0.1612581180277606,-0.1848099330514614,-0.2485665049648439,-0.22160799475177476
2087.0,-0.16058490668653774,-0.1836153380257432,-0.24937605283175288,-0.22150019903975404
2088.0,-0.15992234966852906,-0.1823929207014603,-0.2501771803309962,-0.2213818913327163
2089.0,-0.15927044697373452,-0.18114268107861264,-0.25096988746257387,-0.2212530716306615
2090.0,-0.1586291986021541,-0.17986461915720026,-0.2517541742264859,-0.22111373993358968
2091.0,-0.15799860455378786,-0.17855873493722313,-0.25253004062273227,-0.22096389624150084
2092.0,-0.15734337711492893,-0.1772382418384562,-0.2533086652606482,-0.22078274642312692
2093.0,-0.15666351628557726,-0.1759031398608996,-0.2540900481402336,-0.22057029047846796
2094.0,-0.15595902206573287,-0.17455342900455315,-0.25487418926148864,-0.22032652840752395
2095.0,-0.15522989445539578,-0.173189109269417,-0.2556610886244131,-0.22005146021029487
2096.0,-0.15447613345456596,-0.17181018065549108,-0.25645074622900715,-0.21974508588678074
2097.0,-0.15369773906324344,-0.17041664316277538,-0.25724316207527076,-0.21940740543698156
2098.0,-0.15289471128142818,-0.16900849679126995,-0.2580383361632039,-0.2190384188608973
2099.0,-0.15206705010912022,-0.16758574154097472,-0.2588362684928065,-0.218638126158528
2100.0,-0.15121475554631955,-0.16614837741188976,-0.2596369590640787,-0.21820652732987364
2101.0,-0.15033782759302616,-0.16469640440401506,-0.2604404078770204,-0.21774362237493422
