,solar,volcanic
1850,0.0,0.0
1851,-0.012729689129258759,0.2575534061622172
1852,-0.01993126973061976,0.24839029219552267
1853,-0.020957884929600823,0.09484754800097678
1854,-0.03426597249128349,0.2485267828137739
1855,-0.05252705097811372,0.25752092195180387
1856,-0.0638354630841036,0.2575026270453258
1857,-0.06701740462449379,0.25748039732556566
1858,-0.059053328705687136,0.25745389094542936
1859,-0.03686356816871239,0.2574234216779644
1860,-0.018096785988745978,0.2573889016713386
1861,-0.004174901826019095,0.257350399250578
1862,-0.006961685682341567,-0.1277291315048158
1863,-0.023084970715103736,-0.25348343585870353
1864,-0.032530660674950695,0.06741732724054783
1865,-0.041842144595591435,0.21205189206671557
1866,-0.049289253550824697,0.2565326084009055
1867,-0.05308883771706974,0.2570325134701932
1868,-0.05889430486357128,0.25696643811302605
1869,-0.04598712158397689,0.2568954747438857
1870,-0.022530721717487268,0.25682020867340055
1871,-0.020683356313128343,0.2567409943478113
1872,-0.006482701594848095,0.2566577521082587
1873,-0.014011592830684094,0.24286407130469972
1874,-0.026719737103718444,0.012316074900276974
1875,-0.03770768269805558,0.24286802351544529
1876,-0.05829196057592867,0.256284038295014
1877,-0.06773832140768832,0.25618059232978574
1878,-0.07371901706480344,0.25607282659195674
1879,-0.08139069396909804,0.2559611198607234
1880,-0.07970370245001845,0.25126344738163653
1881,-0.06129354639242024,0.16977918681362222
1882,-0.03578825873631786,0.1696948959112523
1883,-0.04126864672349484,0.25096774639858244
1884,-0.04518439085927639,-0.5271056836413386
1885,-0.014640059932276017,-1.911243925924042
1886,-0.03365929681493185,-0.6044522547271147
1887,-0.05529784595159981,-0.03194771255673723
1888,-0.06869758752389998,0.029992911387610677
1889,-0.07391466697720261,0.20398280143389785
1890,-0.0757823331341001,0.2544642645773171
1891,-0.07119657379377031,0.04376491311595376
1892,-0.037650868378818814,-0.13448061204028638
1893,-0.01018687993970957,0.09966368427253472
1894,0.01150161802996763,0.2537981296501233
1895,0.03758242816198276,0.2536214281980829
1896,0.012866624238739632,0.25344066902220375
1897,-0.020866220621513776,0.25325604368864385
1898,-0.04246107240604147,0.25306696804824863
1899,-0.05260754730568351,0.2528740192596794
1900,-0.0647359981700788,0.25267701549881416
1901,-0.07176994840375528,0.25247595473871526
1902,-0.08370359928048288,0.25227081941981566
1903,-0.08087171485087197,0.01775120867747615
1904,-0.05661965077703712,-0.6797519673501469
1905,-0.012866798745022834,-0.2302029993024038
1906,-0.03219590620577151,0.13112069980220342
1907,-0.0005763187169236517,0.2343760720589016
1908,-0.017675178738471686,0.0729120930786796
1909,-0.007007183092099467,0.18662139119833088
1910,-0.02913912707487043,0.2504835584595439
1911,-0.04546919372893399,0.25024187533264824
1912,-0.06921639788669154,0.2499961211293443
1913,-0.07830535367767766,-0.32703328811336624
1914,-0.0762907931654695,-0.23243695754632926
1915,-0.05817602561361923,0.06421046069742534
1916,-0.005878557249559435,0.22334774703234272
1917,0.03622375781182541,0.2483024651884183
1918,0.06404338796673414,0.24843434613489584
1919,0.06902229114589886,0.24816214353764865
1920,0.026043552426358474,0.24788387745607066
1921,-0.014714389925075011,0.24760193325563204
1922,-0.03996124235914067,0.24731523195145327
1923,-0.06298201075574639,0.10935584397028122
1924,-0.06830776254133752,0.1740089526944291
1925,-0.05809477618817027,0.24643212465423636
1926,-0.03027563846703174,0.24612911845272836
1927,0.0070184057233007024,0.24582246376248645
1928,0.038220098580779904,0.245511705181106
1929,0.01776944378283929,0.20726691271576514
1930,0.007289089390837944,0.020826963194226944
1931,0.00756719829615804,0.24455511231080115
1932,-0.021652406093011223,0.24422813076167285
1933,-0.04341737946234048,0.06040579490243658
1934,-0.052555233130561874,0.2068040232612382
1935,-0.042355206516106136,0.2432227843210908
1936,-0.00739673711311184,0.24287956218346402
1937,0.06852095311512585,0.24253272559058767
1938,0.07276601727352272,0.24218090883498722
1939,0.05905435946337434,0.24182548158559436
1940,0.05523514341848568,0.24146600073271735
1941,0.02969668687239846,0.2411029504296549
1942,0.00895836159250507,0.2407348584480596
1943,-0.015314459396051916,0.24036316803981078
1944,-0.03985515146203511,0.23998743568964914
1945,-0.03293959928183199,0.23960816996114098
1946,0.013499569506251419,0.23922380589383888
1947,0.035970645301176774,0.23883586091994902
1948,0.0957551721578227,0.23844388641348566
1949,0.11623334745792135,0.23804842792627454
1950,0.09649690840893754,0.2376477419226608
1951,0.05228996786121343,0.2372435901199755
1952,-0.006302133312885871,0.23683535445115675
1953,-0.008904028410768206,0.23642367503210066
1954,-0.026057709654992323,0.23600672480349721
1955,-0.025850984285426648,0.2355862956936946
1956,0.010039633715848595,0.235161815155849
1957,0.0890910072793929,0.2347339464655766
1958,0.1625963187240984,0.23430067670777915
1959,0.17230521086193562,0.23386402164537834
1960,0.13071454158966844,0.23342330137790945
1961,0.10223726225117957,0.23297922868204518
1962,0.03899744222204049,0.2214485339118823
1963,-0.0049356645572515845,0.033270405736926134
1964,-0.020192784354577498,-0.8493372924096116
1965,-0.027180791928600456,-0.5985855692089843
1966,-0.023272570472215648,-0.281231487004272
1967,0.010396213883865357,0.16466675902728553
1968,0.05216255753140331,-0.09265374719368252
1969,0.07418977910344893,0.022914966460437558
1970,0.07808456882852965,0.1082103038297984
1971,0.08062433765431365,0.10400289615182778
1972,0.042941368510270195,-0.031372079167296674
1973,0.04058555398677299,0.08275365100711737
1974,0.0026925859564812527,0.2115447353488425
1975,-0.015835126068253658,0.08043005855679808
1976,-0.01546701428097208,-0.16332312942745242
1977,-0.021564866455918263,0.09396707320602851
1978,0.01802744574305848,0.17749098748379383
1979,0.07873107078015096,0.20215553094257876
1980,0.12967995846133817,0.18589572517732447
1981,0.11962717078293394,0.1388659330900776
1982,0.12298256275443009,0.10479842924134833
1983,0.06602744524812465,-0.26119106282814947
1984,0.06364428143697864,-0.7326187296755287
1985,-0.0034522460014727585,-0.23073865099545904
1986,-0.02606884751162397,0.01969319355711746
1987,-0.023277295623501004,0.019776647123175284
1988,-0.009005988642854845,0.09945780188473874
1989,0.05025114576267242,0.15452229349511726
1990,0.1315368304201172,0.19243310999501312
1991,0.11650691164803106,0.18682858507829406
1992,0.11419496261726181,-0.6181425760777746
1993,0.08700337229609545,-1.7900964175842036
1994,0.022734090204238555,-0.8283627334411419
1995,-0.016185124775546456,-0.038478574635584684
1996,-0.023577905249339892,0.13411354247211388
1997,-0.03959176900161765,0.19830898795328789
1998,-0.018065003721034145,0.2213952168722702
1999,0.04368017966771731,0.22390684890721094
2000,0.0890283567588881,0.22704379199191288
2001,0.12201476234858433,0.22796783628319833
2002,0.10814547515695949,0.22341202110145736
2003,0.1150813222493241,0.23122330303372365
2004,0.03440870153625042,0.21545101875045947
2005,-0.0008394766311994317,0.22601036868070698
2006,-0.03567913024187419,0.1918947255584767
2007,-0.043535763068661026,0.1626079848932298
2008,-0.05868510441479202,0.16514680192782177
2009,-0.06198332872577339,0.1714241739848659
2010,-0.062053181013766334,0.14261659543275657
2011,-0.03286980278460305,0.18234151185376818
2012,0.01230736883087502,0.14377092281530937
2013,0.031211391880844985,0.1872198548977383
2014,0.04212335481670948,0.20755637303754557
2015,0.05512939003216388,0.18194751917957525
2016,0.01578463017600029,0.16173112815962243
2017,-0.03264558909893367,0.14151473713966964
2018,-0.045647793197815645,0.12129834611971684
2019,-0.050913468059690103,0.10108195509976403
2020,-0.05184173528365932,0.08086556407981123
2021,-0.044992446034740396,0.060649173059858424
2022,0.0030792045863563544,0.040432782039905635
2023,0.05550706462568655,0.020216391019952817
2024,0.08523580406779274,0.0
2025,0.09689071989211584,0.0
2026,0.06787734198354656,0.0
2027,0.03499439529073811,0.0
2028,0.0015159670300306516,0.0
2029,-0.01192053586285624,0.0
2030,-0.034265409973272654,0.0
2031,-0.04621368631828204,0.0
2032,-0.05797053778368877,0.0
2033,-0.055350512853209466,0.0
2034,-0.026625796595652673,0.0
2035,0.023754385375070797,0.0
2036,0.029761008962793767,0.0
2037,0.052222321074197,0.0
2038,0.029671174836209957,0.0
2039,0.028767714656567023,0.0
2040,-0.0035296507853672665,0.0
2041,-0.03396989712950926,0.0
2042,-0.060600815757652526,0.0
2043,-0.06793357555952184,0.0
2044,-0.06442222562279198,0.0
2045,-0.04808272249854895,0.0
2046,-0.0005214732107106101,0.0
2047,0.03177909858393946,0.0
2048,0.06793027492852843,0.0
2049,0.07139738359202852,0.0
2050,0.042067046763662574,0.0
2051,-0.003366858072610057,0.0
2052,-0.025766381576374897,0.0
2053,-0.04639321578622457,0.0
2054,-0.061181896864411556,0.0
2055,-0.05551407787555718,0.0
2056,-0.027988046466191463,0.0
2057,0.006086395756483398,0.0
2058,0.007097945770226488,0.0
2059,0.012741576484586403,0.0
2060,0.016988643729689556,0.0
2061,-0.01133885458318673,0.0
2062,-0.03534454452815794,0.0
2063,-0.05508825174021581,0.0
2064,-0.062069719043336136,0.0
2065,-0.06465084984927216,0.0
2066,-0.05618752443993458,0.0
2067,-0.018579088932540344,0.0
2068,0.015026018384560302,0.0
2069,0.03364593756268164,0.0
2070,0.02609226648618801,0.0
2071,0.005317351253921743,0.0
2072,-0.024311822500038716,0.0
2073,-0.03864954518320474,0.0
2074,-0.04932874231528217,0.0
2075,-0.06489856587566578,0.0
2076,-0.07123966267354831,0.0
2077,-0.07760575417543691,0.0
2078,-0.06923586100992907,0.0
2079,-0.04567569409124417,0.0
2080,-0.020193403124380893,0.0
2081,-0.0022813662957048564,0.0
2082,3.5982139536372415e-05,0.0
2083,-0.0013905072879936142,0.0
2084,-0.020362664794305374,0.0
2085,-0.029150452591210296,0.0
2086,-0.057639608437028755,0.0
2087,-0.07336491197600026,0.0
2088,-0.07464323415908325,0.0
2089,-0.07241774506897514,0.0
2090,-0.05045180952697592,0.0
2091,-0.013955359626379504,0.0
2092,0.012911006909888556,0.0
2093,0.047811214662488055,0.0
2094,0.03338452499116329,0.0
2095,0.004079474115940229,0.0
2096,-0.01918357078861277,0.0
2097,-0.046377676610376284,0.0
2098,-0.05566275138619403,0.0
2099,-0.06429093391869856,0.0
2100,-0.051779745798739896,0.0
2101,-0.02295109142815477,0.0
2102,0.011061335181693721,0.0
2103,0.009184493833458873,0.0
2104,0.00783557563983095,0.0
2105,-0.006855606004876336,0.0
2106,-0.034796933243114836,0.0
2107,-0.05071866807205083,0.0
2108,-0.06379389300298044,0.0
2109,-0.06517749888521962,0.0
2110,-0.0567314793578646,0.0
2111,-0.029502682466244323,0.0
2112,0.027397364526677848,0.0
2113,0.02996191872603049,0.0
2114,0.03325075820785628,0.0
2115,0.0005435983938752997,0.0
2116,-0.009097172812658982,0.0
2117,-0.03695622379956376,0.0
2118,-0.05154281321190979,0.0
2119,-0.0609224635571195,0.0
2120,-0.0606030658297243,0.0
