model,run,gamma,C1,C2,C3,kappa1,kappa2,kappa3,epsilon,sigma_eta,sigma_xi,F_4xCO2
UKESM1-0-LL,r1i1p1f2,3.548407499,2.917300055,11.28317472,73.2487238,0.65576633,2.597877675,0.612933889,1.133708775,0.497438603,0.439133746,7.378788155
